id,release_date,title,production_budget,domestic_gross_x,worldwide_gross,studio,foreign_gross
1,2009-12-18,Avatar,425000000.0,760507625.0,2776345279.0,,2015837654.0
2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,BV,804600000.0
3,2019-06-07,Dark Phoenix,350000000.0,42762350.0,149762350.0,,107000000.0
4,2015-05-01,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0,BV,944008095.0
5,2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000.0,620181382.0,1316721747.0,,696540365.0
6,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000.0,936662225.0,2053311220.0,,1116648995.0
7,2018-04-27,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,BV,1369318718.0
8,2007-05-24,Pirates of the Caribbean: At Worldâs End,300000000.0,309420425.0,963420425.0,,654000000.0
9,2017-11-17,Justice League,300000000.0,229024295.0,655945209.0,WB,426920914.0
10,2015-11-06,Spectre,300000000.0,200074175.0,879620923.0,Sony,679546748.0
11,2012-07-20,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,WB,636300000.0
12,2018-05-25,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,BV,179383835.0
13,2013-07-02,The Lone Ranger,275000000.0,89302115.0,260002115.0,BV,170700000.0
14,2012-03-09,John Carter,275000000.0,73058679.0,282778100.0,BV,209719421.0
15,2010-11-24,Tangled,260000000.0,200821936.0,586477240.0,BV,385655304.0
16,2007-05-04,Spider-Man 3,258000000.0,336530303.0,894860230.0,,558329927.0
17,2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,BV,731985064.0
18,2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0,WB,537140087.0
19,2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,WB (NL),714000000.0
20,2009-07-15,Harry Potter and the Half-Blood Prince,250000000.0,302089278.0,935213767.0,,633124489.0
21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0,WB (NL),702000000.0
22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0,WB (NL),690457833.0
23,2017-04-14,The Fate of the Furious,250000000.0,225764765.0,1234846267.0,Uni.,1009081502.0
24,2006-06-28,Superman Returns,232000000.0,200120000.0,374085065.0,,173965065.0
25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,BV,615682261.0
26,2008-11-14,Quantum of Solace,230000000.0,169368427.0,591692078.0,,422323651.0
27,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0,,894656350.0
28,2006-07-07,Pirates of the Caribbean: Dead Manâs Chest,225000000.0,423315812.0,1066215812.0,,642900000.0
29,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,WB,376954000.0
30,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000.0,141621490.0,417341288.0,,275719798.0
31,2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,Sony,495859604.0
32,2012-05-18,Battleship,220000000.0,65233400.0,313477717.0,Uni.,248244317.0
33,2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,Par.,472724657.0
34,2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0,Uni.,996584239.0
35,2012-05-25,Men in Black 3,215000000.0,179020854.0,654213485.0,,475192631.0
36,2009-06-24,Transformers: Revenge of the Fallen,210000000.0,402111870.0,836519699.0,,434407829.0
37,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,Par.,858600000.0
38,2006-05-26,X-Men: The Last Stand,210000000.0,234362462.0,459260946.0,,224898484.0
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,Uni.,216971858.0
40,2005-12-14,King Kong,207000000.0,218080025.0,550517357.0,,332437332.0
41,2007-12-07,The Golden Compass,205000000.0,70107728.0,367262558.0,,297154830.0
42,2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0,BV,648198658.0
43,1997-12-19,Titanic,200000000.0,659363944.0,2208208395.0,,1548844451.0
44,2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0,BV,633938967.0
45,2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,BV,516925532.0
46,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,BV,534919632.0
47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,BV,653874642.0
48,2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0,BV,806400000.0
49,2017-05-05,Guardians of the Galaxy Vol 2,200000000.0,389813101.0,862316233.0,,472503132.0
50,2004-06-30,Spider-Man 2,200000000.0,373524485.0,795110670.0,,421586185.0
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,,691300000.0
52,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,Sony,806166704.0
53,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,BV,475100000.0
54,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,,255588055.0
55,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,Fox,513941241.0
56,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,Sony,506142403.0
57,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,BV,368704508.0
58,2010-12-17,Tron: Legacy,200000000.0,172062763.0,400062763.0,,228000000.0
59,2009-11-13,2012,200000000.0,166112167.0,757677748.0,,591565581.0
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,WB,492664185.0
61,2009-05-21,Terminator Salvation,200000000.0,125322469.0,365491792.0,,240169323.0
62,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,WB,102934320.0
63,2010-05-28,Prince of Persia: Sands of Time,200000000.0,90759676.0,336359676.0,,245600000.0
64,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,P/DW,771400000.0
65,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0,,329852780.0
66,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,WB (NL),132500000.0
67,2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0,Uni.,1165715774.0
68,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,Par.,238602923.0
69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,Par.,329154939.0
70,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0,,206200000.0
71,2009-11-06,Disneyâs A Christmas Carol,190000000.0,137855863.0,315709697.0,,177853834.0
72,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,WB,309200000.0
73,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,BV,210683917.0
74,2008-05-02,Iron Man,186000000.0,318604126.0,585171547.0,,266567421.0
75,2008-07-18,The Dark Knight,185000000.0,533720947.0,1001996207.0,,468275260.0
76,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,317101119.0,786635413.0,,469534294.0
77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,BV,317324350.0
78,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,WB,393019247.0
79,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,Par.,176953893.0
80,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,WB,167303249.0
81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,,372500000.0
82,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,BV,531921735.0
83,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,291710957.0,720539572.0,,428828615.0
84,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,BV,517129407.0
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,,568365278.0
86,2008-06-27,WALL-E,180000000.0,223808164.0,532508025.0,,308699861.0
87,2007-08-10,Rush Hour 3,180000000.0,140125968.0,256585882.0,,116459914.0
88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,WB,222258964.0
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,Par.,106183277.0
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,STX,174618986.0
91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,WB,134500000.0
92,2018-07-27,Mission: ImpossibleâFallout,178000000.0,220159104.0,787456552.0,,567297448.0
93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,Fox,387095057.0
94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,WB,384086973.0
95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,WB,270335000.0
96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,,696535598.0
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,,598853424.0
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,BV,497774281.0
99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,Sony,545965210.0
100,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,WB,420959833.0
1,2009-05-29,Up,175000000.0,293004164.0,731463377.0,,438459213.0
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,BV,588282086.0
3,2018-11-21,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0,,323191984.0
4,2009-03-27,Monsters vs. Aliens,175000000.0,198351526.0,381687380.0,,183335854.0
5,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,BV,230640254.0
6,2009-08-07,G.I. Joe: The Rise of Cobra,175000000.0,150201498.0,302469017.0,,152267519.0
7,1999-06-30,Wild Wild West,175000000.0,113805681.0,221229335.0,,107423654.0
8,2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000.0,102491776.0,405760225.0,,303268449.0
9,2007-06-22,Evan Almighty,175000000.0,100289690.0,174131329.0,,73841639.0
10,1995-07-28,Waterworld,175000000.0,88246220.0,264246220.0,,176000000.0
11,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,WB,100455270.0
12,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,Uni.,113354340.0
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,Uni.,888053039.0
14,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,BV,437695404.0
15,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,Par.,308723058.0
16,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,BV,454654931.0
17,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,Fox,502098977.0
18,2004-11-10,The Polar Express,170000000.0,187224605.0,311365187.0,,124140582.0
19,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,Uni.,245884991.0
20,2003-07-01,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0,,282700000.0
21,2004-05-07,Van Helsing,170000000.0,120150546.0,300150546.0,,180000000.0
22,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0,,231121104.0
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,BV,113191196.0
24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,,317265826.0
25,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0,,213700000.0
26,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,BV,199885731.0
27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,P/DW,517507886.0
28,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0,BV,443762646.0
29,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,BV,429600000.0
30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,P/DW,277289760.0
31,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,BV,307098844.0
32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,Par.,478361481.0
33,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,Fox,281025138.0
34,2011-07-29,Cowboys and Aliens,163000000.0,100368560.0,176038324.0,,75669764.0
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,,755185541.0
36,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0,WB,811832833.0
37,2007-05-17,Shrek the Third,160000000.0,322719944.0,807330936.0,,484610992.0
38,2010-07-16,Inception,160000000.0,292576195.0,835524642.0,WB,542948447.0
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,LGF,367262885.0
40,2013-05-24,Fast and Furious 6,160000000.0,238679850.0,789300444.0,,550620594.0
41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,,328400000.0
42,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0,Fox,209000000.0
43,2008-12-25,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0,,202122632.0
44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,BV,154835329.0
45,2006-05-12,Poseidon,160000000.0,60674817.0,181674817.0,,121000000.0
46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,Uni.,378296626.0
47,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0,LG/S,61170297.0
48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,Fox,313800000.0
49,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0,Par.,342389938.0
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,,231055623.0
51,2004-11-24,Alexander,155000000.0,34297191.0,167297191.0,,133000000.0
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,Fox,342712105.0
53,2001-05-25,Pearl Harbor,151500000.0,198539855.0,449239855.0,,250700000.0
54,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0,,389026399.0
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,WB,408569970.0
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,BV,871731901.0
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,BV,678161368.0
58,2007-07-11,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457.0,,650939197.0
59,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794.0,,606898042.0
60,2003-05-15,The Matrix Reloaded,150000000.0,281553689.0,738576929.0,,457023240.0
61,2007-12-14,I am Legend,150000000.0,256393010.0,585532684.0,,329139674.0
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,BV,388760321.0
63,2008-07-01,Hancock,150000000.0,227946274.0,624234272.0,,396287998.0
64,2005-07-15,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0,,269366408.0
65,2007-06-29,Ratatouille,150000000.0,206445654.0,626549695.0,,420104041.0
66,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,BV,438240376.0
67,2005-06-15,Batman Begins,150000000.0,205343774.0,359142722.0,,153798948.0
68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000.0,195042377.0,688858992.0,,493816615.0
69,2017-07-21,Dunkirk,150000000.0,190068280.0,499837368.0,WB,309769088.0
70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,Par.,268295994.0
71,2008-11-07,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0,,419505894.0
72,2009-05-01,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0,,194942603.0
73,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000.0,177243721.0,402231063.0,,224987342.0
74,2011-05-26,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,P/DW,499588484.0
75,2015-05-15,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0,WB,216461666.0
76,2019-05-10,PokÃ©mon: Detective Pikachu,150000000.0,139507806.0,411258433.0,,271750627.0
77,2003-11-05,The Matrix Revolutions,150000000.0,139270910.0,427300260.0,,288029350.0
78,2018-03-29,Ready Player One,150000000.0,137690172.0,579290136.0,WB,441599964.0
79,2005-11-04,Chicken Little,150000000.0,135386665.0,310043823.0,,174657158.0
80,2006-05-05,Mission: Impossible III,150000000.0,133501348.0,397501348.0,,264000000.0
81,2009-05-15,Angels & Demons,150000000.0,133375846.0,490875846.0,,357500000.0
82,2004-05-14,Troy,150000000.0,133298577.0,484161265.0,,350862688.0
83,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0,Par.,187941694.0
84,2007-11-02,Bee Movie,150000000.0,126631277.0,287594577.0,,160963300.0
85,2009-07-24,G-Force,150000000.0,119436770.0,292817841.0,,173381071.0
86,2008-11-21,Bolt,150000000.0,114053579.0,328015029.0,,213961450.0
87,2012-03-30,Wrath of the Titans,150000000.0,83670083.0,305270083.0,WB,221600000.0
88,2007-11-16,Beowulf,150000000.0,82280579.0,195080579.0,,112800000.0
89,2012-05-11,Dark Shadows,150000000.0,79727149.0,238202668.0,WB,158475519.0
90,2013-06-28,White House Down,150000000.0,73103784.0,205440387.0,Sony,132336603.0
91,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,Uni.,80444474.0
92,2017-02-17,The Great Wall,150000000.0,45157105.0,334486852.0,Uni.,289329747.0
93,2015-10-09,Pan,150000000.0,35088320.0,151525973.0,WB,116437653.0
94,2011-03-11,Mars Needs Moms,150000000.0,21392758.0,39549758.0,BV,18157000.0
95,2020-12-31,Moonfall,150000000.0,0.0,0.0,,0.0
96,2006-11-03,Flushed Away,149000000.0,64665672.0,179357126.0,,114691454.0
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,P/DW,530529789.0
98,2011-12-16,Mission: ImpossibleâGhost Protocol,145000000.0,209397903.0,694713230.0,,485315327.0
99,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,Fox,437583346.0
100,1999-06-16,Tarzan,145000000.0,171091819.0,448191819.0,,277100000.0
1,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,Fox,158300000.0
2,2012-11-21,Rise of the Guardians,145000000.0,103412758.0,306900902.0,P/DW,203488144.0
3,2005-04-08,Sahara,145000000.0,68671925.0,121671925.0,,53000000.0
4,2016-07-15,Ghostbusters,144000000.0,128350574.0,229008658.0,,100658084.0
5,2002-11-22,Die Another Day,142000000.0,160942139.0,431942139.0,,271000000.0
6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,305411224.0,634954103.0,,329542879.0
7,2009-05-08,Star Trek,140000000.0,257730019.0,386839614.0,,129109595.0
8,1998-07-01,Armageddon,140000000.0,201578182.0,554600000.0,,353021818.0
9,2002-07-03,Men in Black 2,140000000.0,190418803.0,441767803.0,,251349000.0
10,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,Par.,193915271.0
11,2016-01-29,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0,Fox,374070523.0
12,1998-07-10,Lethal Weapon 4,140000000.0,130444603.0,285400000.0,,154955397.0
13,2013-03-27,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0,Par.,253217645.0
14,2003-12-05,The Last Samurai,140000000.0,111110575.0,456810575.0,,345700000.0
15,2005-12-21,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0,,92468919.0
16,2014-12-12,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0,Fox,203300000.0
17,2016-07-01,The BFG,140000000.0,55483770.0,199646680.0,BV,144162910.0
18,2016-02-26,Gods of Egypt,140000000.0,31153464.0,138836756.0,LG/S,107683292.0
19,2002-05-03,Spider-Man,139000000.0,403706375.0,821706375.0,,418000000.0
20,2009-03-06,Watchmen,138000000.0,107509799.0,186976250.0,,79466451.0
21,2005-07-29,Stealth,138000000.0,32116746.0,76416746.0,,44300000.0
22,2008-06-13,The Incredible Hulk,137500000.0,134806913.0,265573859.0,,130766946.0
23,2003-06-20,Hulk,137000000.0,132177234.0,245075434.0,,112898200.0
24,2001-07-11,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0,,53000000.0
25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737.0,,537400000.0
26,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0,Fox,385900000.0
27,2015-12-25,The Revenant,135000000.0,183637894.0,532938302.0,Fox,349300408.0
28,1999-11-19,The World is Not Enough,135000000.0,126930660.0,361730660.0,,234800000.0
29,2011-03-04,Rango,135000000.0,123477607.0,245724600.0,Par.,122246993.0
30,2003-11-14,Master and Commander: The Far Side of the World,135000000.0,93926386.0,212912137.0,,118985751.0
31,2013-07-17,Turbo,135000000.0,83028130.0,286896578.0,Fox,203868448.0
32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0,Par.,163276773.0
33,2011-11-18,Happy Feet Two,135000000.0,64006466.0,157956466.0,WB,93950000.0
34,2006-07-28,Miami Vice,135000000.0,63478838.0,163818556.0,,100339718.0
35,2018-11-02,The Nutcracker and the Four Realms,132900000.0,54858851.0,170293899.0,BV,115435048.0
36,2005-06-29,War of the Worlds,132000000.0,234280354.0,606836535.0,,372556181.0
37,2014-11-26,Penguins of Madagascar,132000000.0,83350911.0,366942531.0,Fox,283591620.0
38,2013-11-22,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0,LGF,440200000.0
39,2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000.0,249757726.0,796907323.0,,547149597.0
40,2007-08-03,The Bourne Ultimatum,130000000.0,227471070.0,444043396.0,,216572326.0
41,2018-07-06,Ant-Man and the Wasp,130000000.0,216648740.0,623144660.0,BV,406495920.0
42,2008-06-06,Kung Fu Panda,130000000.0,215434591.0,631910531.0,,416475940.0
43,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0,BV,338656286.0
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,,208600386.0
45,2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,BV,169570080.0
46,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0,P/DW,405726973.0
47,2010-11-05,Megamind,130000000.0,148415853.0,321887208.0,P/DW,173471355.0
48,2003-07-18,Bad Boys II,130000000.0,138540870.0,273271982.0,,134731112.0
49,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0,Fox,361307856.0
50,2010-07-23,Salt,130000000.0,118311368.0,290650494.0,Sony,172339126.0
51,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,Par.,251631021.0
52,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,Par.,296402120.0
53,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0,Sony,190977568.0
54,2008-11-26,Australia,130000000.0,49554002.0,215080810.0,,165526808.0
55,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,Uni.,45457823.0
56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000.0,160791800.0,519258283.0,,358466483.0
57,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000.0,281287133.0,689420051.0,,408132918.0
58,2000-05-19,Dinosaur,127500000.0,137748063.0,356148063.0,,218400000.0
59,2017-03-03,Logan,127000000.0,226277068.0,615461394.0,,389184326.0
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0,Fox,240010000.0
61,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000.0,381193157.0,1341693157.0,,960500000.0
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,LGF,429439246.0
63,2001-11-16,Harry Potter and the Sorcererâs Stone,125000000.0,317871467.0,975047606.0,,657176139.0
64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000.0,296131568.0,960431568.0,,664300000.0
65,2006-05-19,The Da Vinci Code,125000000.0,217536138.0,767820459.0,,550284321.0
66,2003-05-02,X-Men 2,125000000.0,214949694.0,406875536.0,,191925842.0
67,2011-04-29,Fast Five,125000000.0,210031325.0,630163454.0,Uni.,420132129.0
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,,293800000.0
69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,WB,348815025.0
70,2004-05-28,The Day After Tomorrow,125000000.0,186740799.0,556319450.0,,369578651.0
71,2017-03-31,The Boss Baby,125000000.0,175003033.0,510878762.0,Fox,335875729.0
72,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,,330000000.0
73,2016-11-04,Trolls,125000000.0,153707064.0,344150134.0,Fox,190443070.0
74,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0,,239685706.0
75,2012-06-08,Prometheus,125000000.0,126477084.0,402448265.0,Fox,275971181.0
76,2012-08-10,The Bourne Legacy,125000000.0,113203870.0,280355920.0,Uni.,167152050.0
77,1997-06-20,Batman & Robin,125000000.0,107325195.0,238317814.0,,130992619.0
78,2018-07-13,Skyscraper,125000000.0,68420120.0,304115534.0,Uni.,235695414.0
79,2012-08-03,Total Recall,125000000.0,58877969.0,211856088.0,,152978119.0
80,2016-12-21,Assassinâs Creed,125000000.0,54647948.0,240759682.0,,186111734.0
81,2017-01-13,Monster Trucks,125000000.0,33370166.0,61642798.0,Par.,28272632.0
82,1999-08-27,The 13th Warrior,125000000.0,32698899.0,61698899.0,,29000000.0
83,2000-11-17,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0,,85096578.0
84,2000-05-24,Mission: Impossible 2,120000000.0,215409889.0,549588516.0,,334178627.0
85,2000-06-30,The Perfect Storm,120000000.0,182618434.0,328711434.0,,146093000.0
86,2016-07-29,Jason Bourne,120000000.0,162192920.0,416168316.0,Uni.,253975396.0
87,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000.0,131921738.0,289480691.0,,157558953.0
88,2012-11-21,Life of Pi,120000000.0,124987022.0,620912003.0,Fox,495924981.0
89,2007-02-16,Ghost Rider,120000000.0,115802596.0,229545589.0,,113742993.0
90,2018-04-13,Rampage,120000000.0,101028233.0,428056280.0,,327028047.0
91,2003-06-27,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0,,126385672.0
92,2013-08-09,Elysium,120000000.0,93050117.0,286192091.0,TriS,193141974.0
93,2013-04-19,Oblivion,120000000.0,89107235.0,287916633.0,Uni.,198809398.0
94,2017-03-24,Power Rangers,120000000.0,85364450.0,142531552.0,,57167102.0
95,2002-07-19,Stuart Little 2,120000000.0,64956806.0,166000000.0,,101043194.0
96,2014-02-12,RoboCop,120000000.0,58607007.0,242981799.0,,184374792.0
97,2004-06-11,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0,,49500000.0
98,2015-08-07,Fantastic Four,120000000.0,56117548.0,167849187.0,Fox,111731639.0
99,2008-05-09,Speed Racer,120000000.0,43945766.0,93394462.0,,49448696.0
100,2005-07-22,The Island,120000000.0,35818913.0,163018913.0,,127200000.0
1,2010-12-17,How Do You Know?,120000000.0,30212620.0,49628177.0,,19415557.0
2,2010-06-23,Knight and Day,117000000.0,76423035.0,258751370.0,,182328335.0
3,2018-10-05,Venom,116000000.0,213511408.0,853628605.0,,640117197.0
4,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000.0,474544677.0,1027044677.0,,552500000.0
